,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
262475,7668585,840,USA631,631,04 July 2020,2020,1,Protests,Excessive force against protesters,Protesters (United States),6,Sole Perpetrator (United States),Police Forces of the United States (2017-2021),3,36,North America,United States,Washington,King,Seattle,47.6056,-122.333,1,AP,International,"On 4 July 2020, a 'Black Femme March' was held in Seattle (Washington) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. A car struck two female protesters while they were marching on Interstate 5, killing one and wounding the other. The driver was arrested and charged with reckless driving, vehicular assault and vehicular homicide. Police do not know whether the incident was a targeted attack, and the suspect states that the incident was a 'horrible accident' and was not intentionally targeting the demonstrators. I-5 had been closed to traffic for an hour before the crash, and the perpetrator, who is Black, drove the car around vehicles that were parked to protect the protesters. [size=no report] [car ramming]",1,1612916001,USA
262492,7668593,840,USA11704,11704,04 July 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),,7,17,North America,United States,Arizona,Maricopa,Maryvale,33.5019,-112.1776,1,Arizona Central; Crowd Counting Consortium; NBC News,Other-Subnational,"Other: On 4 July 2020, police fatally shot James 'Jay Garcia' in Maryvale (Arizona) while responding to reports of a stabbing suspect in the area. Garcia was asleep in a car when officers arrived to question him. They had reason to believe Garcia was not their suspect as he did not match the description. Garcia allegedly grabbed a gun and pointed it downwards. Police allege that Garcia raised his arm after which officers fired on him.",1,1612916001,USA
263928,7594098,840,USA447,447,02 July 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Wisconsin,Sheboygan,Sheboygan,43.7508,-87.7145,1,FDL Reporter; Marshfield News Herald,Subnational,"On 2 July 2020, a police officer in Sheboygan (Wisconsin) fatally shot an African American person. The police alleged that the victim was armed with two knives. The family of the victim claimed that the victim had a mental health condition that the police were aware of.",1,1612546420,USA
266356,7814283,840,USA27632,27632,29 June 2020,2020,1,Strategic developments,Other,Unidentified Armed Group (United States),3,Civilians (United States),,7,37,North America,United States,Washington,King,Seattle-CHOP,47.6172,-122.3192,1,BBC News,International,"Other: On 29 June 2020, a shooting occurred that killed a 16-year-old teen and injured a 14-year-old inside the 'Capitol Hill Organized Protest' or 'CHOP' zone in Seattle-CHOP (Washington). It is not clear whether the victims were demonstrators, and there is no information on who the shooters were.",1,1618350013,USA
266677,7594991,840,USA1343,1343,29 June 2020,2020,1,Battles,Armed clash,Unidentified Communal Militia (United States),4,Unidentified Armed Group (United States),,3,34,North America,United States,Washington,King,Seattle,47.6056,-122.333,1,New York Post,National,"On 29 June 2020, in the ''Capitol Hill Organized Protest'' or ''CHOP'', a self-declared ''autonomous zone'' in Seattle (Washington), a teen was killed and another injured after they drove a Jeep into the area after having stolen it a knife point. The two believed they would be safe inside CHOP, but were fired upon when they entered. According to a friend who was on the phone with the teens as they drove, a car with ''security'' marked on the side followed them. It's not clear who exactly shot at them. 1 fatality.",1,1612546423,USA
267113,7607710,840,USA14196,14196,28 June 2020,2020,1,Strategic developments,Other,Civilians (United States),7,,,0,70,North America,United States,New Jersey,Morris,Morris Township,40.7931,-74.5029,1,Boston Globe; Atlanta Black Star,National,"Other: On 28 June 2020, a Black man was found hanging from a tree in a park in Morris Township (New Jersey). While the authorities ruled the hanging a suicide, activists and family members suspected foul play. During the summer, instances of other Black men found in hanging deaths being reported across the country, has stoked fear that these men were being lynched in response to the nationwide protests against police brutality and racial equality following the death of George Floyd of Minneapolis.",1,1612546502,USA
268090,7717106,840,USA376,376,27 June 2020,2020,1,Riots,Violent demonstration,Rioters (United States),5,Sole Perpetrator (United States),,3,35,North America,United States,Kentucky,Jefferson,Louisville,38.2542,-85.7594,1,CNN; Washington Examiner; Vox,National,"On 27 June 2020, people staged a march at Jefferson Park in Louisville (Kentucky) in support of the Black Lives Matter movement. Around 9 pm, a man with a gun shot at the demonstrators from the edge of the park, killing one and injuring another. Some demonstrators who had brought firearms in anticipation of a counter-demonstration that never arrived, injured the suspect, who was then arrested by police. Police cleared the park after the shooting. [size=no report]",1,1614124493,USA
273127,7668659,840,USA1133,1133,20 June 2020,2020,1,Strategic developments,Other,Unidentified Armed Group (United States),3,Civilians (United States),,7,37,North America,United States,Washington,King,Seattle-CHOP,47.6172,-122.3192,1,KGW8,National,"Other: On 20 June 2020, inside the 'Capitol Hill Organized Protest' or 'CHOP' zone in Seattle-CHOP (Washington), a shooting occurred around 2:30am that left a teen dead and a 33yo man injured. It is not clear whether the victims were demonstrators, and there is no information on who the shooters were.",1,1612916001,USA
273828,7594349,840,USA698,698,19 June 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021) Prison Guards,1,Civilians (United States),Prisoners (United States),7,17,North America,United States,Florida,Lake,Clermont,28.5494,-81.7729,1,CBS News,National,"On 19 June 2020, an inmate at Lake Correctional Institution in Clermont (Lake, Florida) was beaten to death by a correction's officer while he was still handcuffed. Two other officers watched this happen and did not intervene.",1,1612546421,USA
274366,7612936,840,USA19428,19428,18 June 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021) Prison Guards,1,Civilians (United States),Prisoners (United States),7,17,North America,United States,Florida,Lake,Clermont,28.5494,-81.7729,1,Miami Herald; Orlando Sentinel,Subnational,"On 18 June 2020, an officer at the Lake Correctional Institution in Clermont (Florida) left an inmate handcuffed with a large cut on his head, a fractured neck, and multiple broken ribs after a dispute about lunch. The inmate died from his injuries the next day. The officer was charged with second-degree murder.",1,1612546511,USA
274369,7612937,840,USA19429,19429,18 June 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),Latinx Group (United States),7,17,North America,United States,California,Los Angeles,Gardena,33.8966,-118.306,1,UNITE HERE Local 11; CNN,Other-National,"Other: On 18 June 2020, Los Angeles Sheriff's Deputies in Gardena (California) fatally shot Andres Guardado five times in his back. Guardado is seen on camera running from officers but imagery of the shooting does not exist. Police claim that Guardado produced a gun, looked at them and ran after being spotted by the deputies outside an auto body shop. The deputies claim they pursued Guardado and spotted a gun in Guardado's waistband. Police further claimed that Guardado did not comply with the deputies' command to get down and reached to his waistband which is when the deputies fired at Guardado. Guardado's family claim that he was an informal security presence at the auto body shop and was possibly trying to learn from the mechanics. The shooting has led to demonstrations by members of the Latinx community.",1,1612546511,USA
276430,7607671,840,USA14157,14157,16 June 2020,2020,1,Strategic developments,Other,Civilians (United States),7,,,0,70,North America,United States,Texas,Harris,Spring,30.0799,-95.4172,1,Atlanta Black Star; Global News (Canada),National-Regional,"Other: On 16 June 2020, a Black man was found hanging in the parking lot of Ehrhardt Elementary School in Spring,(Texas). While the authorities ruled the hanging a suicide, activists and family members suspected foul play. During the summer, instances of other Black men found in hanging deaths being reported across the country, has stoked fear that these men were being lynched in response to the nationwide protests against police brutality and racial equality following the death of George Floyd of Minneapolis.",1,1612546502,USA
277574,7668694,840,USA11688,11688,15 June 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021) Prison Guards,1,Civilians (United States),Prisoners (United States),7,17,North America,United States,Texas,Ector,Odessa,31.8457,-102.3676,1,Count Love; ABC2 (Midland-Odessa),Other-Subnational,"On 15 June 2020, Tremaine Howell was found dead in a jail cell at the Ector County Detention Center in Odessa (Texas) after being tased four times and pepper-sprayed. The medical examiner's inquest determined that the cause of death was methamphetamine toxicity. The Ector County District Attorney stated that in his opinion, 'excessive force was used.'",1,1612916001,USA
279594,7974668,840,USA9809,9809,12 June 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Georgia,Fulton,Atlanta,33.7559,-84.3898,1,WUSF News; NPR; USA Today,National,"On 12 June 2020, an Atlanta police officer shot and killed Rayshard Brooks, a Black man, in Atlanta (Georgia) after receiving a complaint that Brooks was asleep in a car blocking a Wendy's drive-through lane. When they confronted him, police allege that Brooks took a taser from them and began to run away. As Brooks was running, the police shot him twice in the back. The Atlanta police chief resigned on 13 June in response to the killing. On 5 May 2021, the Atlanta Civil Service Board reinstated the involved officer, citing that he 'was not afforded his right to due process.'",1,1620770180,USA
281608,7607668,840,USA14154,14154,10 June 2020,2020,1,Strategic developments,Other,Civilians (United States),7,,,0,70,North America,United States,California,Los Angeles,Palmdale,34.5811,-118.1248,1,CNN; Atlanta Black Star; Global News (Canada),National-Regional,"Other: On 10 June 2020, a Black man was found hanging from a tree in Palmdale (California). While the authorities ruled the hanging a suicide, activists and family members have disputed officials' initial findings. During the summer, instances of other Black men found in hanging deaths being reported across the country, has stoked fear that these men were being lynched in response to the nationwide protests against police brutality and racial equality following the death of George Floyd of Minneapolis.",1,1612546502,USA
282556,7607666,840,USA14152,14152,09 June 2020,2020,1,Strategic developments,Other,Civilians (United States),7,,,0,70,North America,United States,New York,New York,New York - Manhattan,40.7834,-73.9663,1,New York Post; Global News (Canada); Atlanta Black Star,National-Regional,"Other: On 9 June 2020, a Black man was found hanging from a tree in Fort Tryon Park in New York-Manhattan (New York). While the authorities ruled the hanging a suicide, activists and family members suspected foul play. During the summer, instances of other Black men found in hanging deaths being reported across the country, has stoked fear that these men were being lynched in response to the nationwide protests against police brutality and racial equality following the death of George Floyd of Minneapolis.",1,1612546502,USA
285475,7898186,840,USA10429,10429,06 June 2020,2020,1,Battles,Armed clash,Boogaloo Boys,3,Police Forces of the United States (2017-2021),,1,13,North America,United States,California,Santa Cruz,Ben Lomond,37.0891,-122.0864,1,Los Angeles Times; KPRC Channel 2; ProPublica,Subnational-National,"On 6 June 2020, an armed clash ensued between police and a member of the Boogaloo Boys who was also an active-duty sergeant stationed at Travis Air Force Base in Ben Lomond (California). During the clash, a police officer was shot dead and another deputy was injured. The perpetrator was also shot and injured and eventually arrested.",1,1618952549,USA
289763,7603942,840,USA10416,10416,03 June 2020,2020,1,Protests,Excessive force against protesters,Protesters (United States),6,Sole Perpetrator (United States),,3,36,North America,United States,California,Kern,Bakersfield,35.3732,-119.0187,1,Brownsville Herald; BuzzFeed,National,"On 3 June 2020, about 100 people demonstrated in Bakersfield (California) in support of the Black Lives Matter movement and in opposition to police brutality. One demonstrator was hit by a car and killed, an incident that reports indicate was intentional. [size=about 100] [car ramming]",1,1612546440,USA
290327,7599968,840,USA6400,6400,02 June 2020,2020,1,Riots,Violent demonstration,Rioters (United States),5,Police Forces of the United States (2017-2021),Sole Perpetrator (United States),1,15,North America,United States,Pennsylvania,Philadelphia,Philadelphia,39.9525,-75.1636,1,ProPublica; Local News 8; Philadelphia Inquirer,Subnational-National,"On 2 June 2020, hundreds of people staged a march in Philadelphia (Pennsylvania) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Many demonstrators began rioting and looting afterwards. Rioters damaged 50 ATM machines and money was stolen; in the south of the city, an armed store owner shot and killed a rioter who was attempting to loot his store. Police present and made arrests; one officer tackled a demonstrator and arrested her for touching his bike. [size=hundreds]",1,1612546433,USA
290877,7603933,840,USA10407,10407,02 June 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),Latinx Group (United States),7,17,North America,United States,California,Solano,Vallejo,38.1041,-122.2566,1,ABC7 (San Francisco),Subnational,"On 2 June 2020, in Vallejo (California), a police officer shot and killed Sean Monterrosa, a 22-year-old Latino American man, while unarmed and kneeling on the ground. The officer was responding to reports of looting at a Walgreens in the wake of demonstrations over the killing of George Floyd. The victim was one of a dozen individuals present in the parking lot.",1,1612546440,USA
291287,7740237,840,USA5990,5990,01 June 2020,2020,1,Riots,Violent demonstration,Rioters (United States),5,Police Forces of the United States (2017-2021),Civilians (United States),1,15,North America,United States,Illinois,Cook,Cicero,41.8448,-87.7556,1,AP,International,"On 1 June 2020, people demonstrated and rioted, vandalizing and looting stores, in Cicero (Illinois) in support of the Black Lives Matter movement and against police brutality. Police intervened and 60 people were arrested. Two bystanders were shot dead during the riot. [size=no report]",2,1615330707,USA
291394,7934816,840,USA5928,5928,01 June 2020,2020,1,Riots,Violent demonstration,Rioters (United States),5,Private Security Forces (United States),Police Forces of the United States (2017-2021),8,58,North America,United States,Missouri,Saint Louis City,Saint Louis,38.626999999999995,-90.1913,1,CNN; Fox9,National,"On 1 June 2020, demonstrators threw rocks at police and looted businesses during a demonstration in St. Louis (Missouri) in support of the Black Lives Matter movement. One former police officer was shot and killed while responding to an alarm at a pawnshop where he had been providing security for early in the morning when demonstrators looted a shop and 3 others were injured. [size=no report]",1,1620166869,USA
291480,7716720,840,USA5874,5874,01 June 2020,2020,1,Riots,Violent demonstration,Rioters (United States),5,Police Forces of the United States (2017-2021),,1,15,North America,United States,Nevada,Clark,Las Vegas,36.1749,-115.1372,1,Channel 8 (Las Vegas); North-West Arkansas Democrat-Gazette; Fox5 (Las Vegas); US Press Freedom Tracker,Other-Subnational,"On 1 June 2020, demonstrators clashed with police in Las Vegas (Nevada) in support of the Black Lives Matter movement. Police employed rubber bullets to disperse them, hitting a journalist. Police also shot and killed a demonstrator, Jorge Gomez. The police department claimed that Gomez was in possession of a firearm at the time of the shooting. The family lawyer stated at a press conference on 19 February 2021 that three different videos showed that Gomez was unarmed. (An officer was also shot and severely injured in a separate shooting that left him paralyzed from the neck down. According to the suspect's arrest report, he was not part of the demonstration. Video shows the suspect walking alone and appearing to fire shots into a crowd without aiming.) [size=no report]",1,1614122725,USA
292004,7934171,840,USA10364,10364,01 June 2020,2020,1,Violence against civilians,Attack,Military Forces of the United States (2017-2021) National Guard,1,Civilians (United States),African American Group (United States),7,17,North America,United States,Kentucky,Jefferson,Louisville,38.2542,-85.7594,1,Vice; New York Post,National-International,"On 1 June 2020, a Black barbecue owner, David McAtee, was killed in an armed altercation in Louisville (Kentucky) after the National Guard and Louisville police attempted to disperse a large gathering at the intersection shared by his restaurant. Police originally claimed that they were responding to protests and enforcing the city's curfew, but later investigations indicated that there were no demonstrations in the vicinity of the restaurant. Officers reportedly began firing pepper balls at multiple people gathered on private property at the restaurant, and continued firing when they ran inside the building. McAtee responded by firing a gun into the air as 'a warning shot.' Two officers fired 18 bullets in response, one of which killed McAtee. Allegedly, the civilians and McAtee were unaware that the people firing at the restaurant were officers. The police chief was fired after it was revealed that officers' bodycams weren't turned on.",1,1620164853,USA
292542,7598935,840,USA5344,5344,31 May 2020,2020,1,Riots,Violent demonstration,Rioters (United States),5,Police Forces of the United States (2017-2021),,1,15,North America,United States,Illinois,Cook,Chicago,41.85,-87.6501,1,AP,International,"On 31 May 2020, during a Black Lives Matter demonstration in Chicago (Cook, Illinois) over George Floyd's death, demonstrators clashed with the police, set fires, and damaged properties. Six people were shot. One fatality was reported. About 20 police officers were injured. 240 people were arrested. [size=no report]",1,1612546431,USA
292605,7607656,840,USA14142,14142,31 May 2020,2020,1,Strategic developments,Other,Civilians (United States),7,,,0,70,North America,United States,California,San Bernardino,Victorville,34.5377,-117.2907,1,New York Times; Atlanta Black Star; Global News (Canada),National-Regional,"Other: On 31 May 2020, a Black man was found hanging from a tree in Victorville (California). While the authorities ruled the hanging a suicide, activists and family members have disputed officials' initial findings. During the summer, instances of other Black men found in hanging deaths being reported across the country, has stoked fear that these men were being lynched in response to the nationwide protests against police brutality and racial equality following the death of George Floyd of Minneapolis.",1,1612546502,USA
293586,7934814,840,USA5055,5055,30 May 2020,2020,1,Riots,Violent demonstration,Rioters (United States),5,,,0,50,North America,United States,Missouri,Saint Louis City,Saint Louis,38.626999999999995,-90.1913,1,Count Love; Fox2 (St. Louis); KY3,Other-Subnational,"On 30 May 2020, around 3 a.m., people were still demonstrating in front of police headquarters in St. Louis, Missouri in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. A group of people began looting a FedEx semi-truck. The driver drove away, accidentally dragging a demonstrator stuck between the truck's trailers. The man was later taken to the hospital and died. [size=no report]",1,1620166869,USA
293779,7598466,840,USA4866,4866,30 May 2020,2020,1,Riots,Violent demonstration,Rioters (United States),5,Police Forces of the United States (2017-2021),Sole Perpetrator (United States),1,15,North America,United States,Nebraska,Douglas,Omaha,41.2568,-95.9342,1,KETV Channel 7; CBS News,Subnational-National,"On 30 May 2020, up to 1,000 people gathered as part of the Black Lives Matter movement in Omaha (Nebraska) to denounce the killing of George Floyd by police in Minneapolis on 25 May 2020. According to reports, people began throwing objects at police, who responded with pepper balls and tear gas. Around midnight, the owner of a bar shot and killed a Black man. The shooting came after an altercation between the bar owner and several BLM demonstrators in the bar. [size=up to 1000]",1,1612546430,USA
295075,7598309,840,USA4699,4699,29 May 2020,2020,1,Battles,Armed clash,Boogaloo Boys,3,Police Forces of the United States (2017-2021),,1,13,North America,United States,California,Alameda,Oakland,37.8044,-122.2711,1,NBC News; Los Angeles Times,Subnational-National,"On 29 May 2020, during a demonstration in Oakland, California over the killing of George Floyd by police, two alleged members of the Boogaloo movement fired from a vehicle on federal officers who were working security at the protest, killing 1 and injuring a second. One of the assailants was reported to be an Air Force Sgt.",1,1612546430,USA
295506,7668874,840,USA4578,4578,28 May 2020,2020,1,Riots,Violent demonstration,Rioters (United States),5,Police Forces of the United States (2017-2021),,1,15,North America,United States,Minnesota,Hennepin,Minneapolis,44.9833,-93.2666,1,10TV; Star Tribune (Minneapolis); Fox9,Subnational-National,"On 28 May 2020, thousands of people demonstrated in Minneapolis (Minnesota) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Rioters set fire to a police precinct and an apartment. At least 20 buildings near the police precinct were destroyed. Throughout the Twin Cities (Minneapolis and St. Paul) over 100 businesses were damaged. At least one business (Target) was looted. Police used tear gas. On 20 July, police found a dead body that 'appears to have suffered thermal injury' in a pawn shop burned down on the night of 28 May. A man was charged in June for setting fire to that pawn shop, which was caught on camera. Four people were arrested, including 3 CNN crew members, who identified themselves as journalists. Another man, a member of the Boogaloo Boys, shot 13 rounds at the south Minneapolis police headquarters while people were inside and yelled 'Justice for Floyd.' He also looted and helped set the building ablaze. [size=thousands] [suggested agents provocateurs]",1,1612916002,USA
296241,7737516,840,USA4555,4555,27 May 2020,2020,1,Riots,Violent demonstration,Rioters (United States),5,Police Forces of the United States (2017-2021),,1,15,North America,United States,Minnesota,Hennepin,Minneapolis,44.9833,-93.2666,1,Forbes; Washington Post; Committee to Protect Journalists; US Press Freedom Tracker; Fox9,Other-Subnational,"On 27 May 2020, a Black Lives Matter demonstration in Minneapolis (Hennepin, Minnesota) sparked by George Floyd's death morphed into widespread riots, looting, and arson. One person was shot and killed by a store owner during the demonstrations. Several buildings were set on fire throughout the night. Police fired rubber bullets and tear gas at thousands of demonstrators. Four journalists were also tear gassed while reporting, physically yanked away and two of them were struck by rubber bullets, one in the eye and the other in the chest, during the incident. The first act of violence of the day was the smashing of windows by a White man with an umbrella dubbed the 'umbrella man' by the media. Later, an investigation determined that the man was part of a group called the Aryan Cowboys, a white supremacist prison and street gang. Another man, a member of the Boogaloo Boys, was also present inciting violence and has since been charged. [size=thousands] [suggested agents provocateurs]",1,1615250535,USA
297111,7606589,840,USA13075,13075,25 May 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Arizona,Maricopa,Phoenix,33.4492,-112.0741,1,3TV (Phoenix),Subnational,"Other: On 25 May 2020, an Arizona Department of Public Safety trooper shot and killed a Black man, Dion Johnson, at the Loop 101 and Tatum Boulevard in Phoenix (Arizona). According to the trooper, he attempted to arrest Johnson for suspected DUI, after removing Johson's gun from his vehicle that was parked in the gore point. During the attempt to arrest, a physical altercation occurred between the trooper and Johnson. Then, according to the trooper he fired shots as Jhonson reached for the gun during the struggle. The family of Johnson disputed the claims. This ensued subsequent demonstrations.",1,1612546500,USA
297238,7668879,840,USA4508,4508,25 May 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Minnesota,Hennepin,Minneapolis,44.9833,-93.2666,1,New York Times,National,"On 25 May 2020, four Minneapolis police officers arrested a Black man, George Floyd, in Minneapolis (Minnesota) for allegedly using a counterfeit 20 dollar bill at a store. One white police officer knelt on Floyd's neck for a total of 8 minutes and 46 seconds, leading to his death. Prior to this, the four officers handcuffed Floyd and held him in a facedown position. Three of the officers applied pressure to his neck, torso, and back. Floyd repeatedly said 'I can't breathe' before falling unconscious. Floyd was taken away by EMTs and later pronounced dead. All four officers were fired. The officer who used his knee to pin Floyd down was charged with second-degree murder. The other three officers were charged with aiding and abetting the murder. This event has galvanized support for the Black Lives Matter movement and triggered demonstrations worldwide.",1,1612916002,USA
299370,7612255,840,USA18743,18743,21 May 2020,2020,1,Battles,Armed clash,Military Forces of the United States (2017-2021),1,Sole Perpetrator (United States),,3,13,North America,United States,Texas,Nueces,Corpus Christi,27.8006,-97.3964,1,New York Times; Fox26,National,"On 21 May 2020, an armed attacker tried to speed through the security gate at the Naval Air Station in Corpus Christi (Texas). While the FBI asserted the incident might be 'terrorism-related,' the motives of the attacker are unknown. A member of base security was wounded by the attacker while the attacker himself was shot and killed by other security personnel. One fatality.",1,1612546510,USA
299863,7612220,840,USA18708,18708,20 May 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021) Federal Bureau of Investigation,1,Civilians (United States),African American Group (United States),7,17,North America,United States,Alabama,Escambia,Atmore,31.0243,-87.4939,1,WEAR ABC 3; Atmore News; Killed by Police,Other-Subnational,"On 20 May 2020, FBI agents shot and killed a Black man in Atmore (Alabama). The deceased, Toby Wiggins, was suspected of murder in Charlotte, NC, from which he fled across state borders before entering an hour-long standoff with FBI agents in Atmore. News reports indicated that he was attempting to surrender when FBI agents fired six or seven shots, killing him. His death was among those protested by the nationwide Black Lives Matter movement. 1 fatality.",1,1612546510,USA
301158,7612193,840,USA18681,18681,18 May 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),,7,17,North America,United States,Tennessee,Hamilton,Sale Creek,35.3826,-85.1089,1,Fatal Encounters; Channel 3 (Chattanooga); WTVC News Channel 9,Other-Subnational,"On 18 May 2020, a deputy shot and killed an unarmed civilian during a traffic stop in Sale Creek (Tennessee). The victim, Tyler Hays, was reported to have been running away from the officer and was shot from behind according to autopsy reports. One fatality.",1,1612546510,USA
310924,7611648,840,USA18136,18136,01 May 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Washington,Pierce,Lakewood,47.1717,-122.5184,1,KOMO4,Subnational,"Other: On 1 May 2020, a Black man named Said Joaquin was shot dead by a police officer during a traffic stop in Lakewood (Washington). While a firearm was visible in the vehicle, the driver was non-confrontational but allegedly lowered his hands after a few minutes. The officer claims he thought the driver was reaching for the firearm and subsequently shot and killed Joaquin. 1 fatality. Investigations are ongoing. The family has since filed wrongful death claim against the city, its police chief, and the officer.",1,1612546509,USA
311076,7611699,840,USA18187,18187,01 May 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),,7,17,North America,United States,California,San Diego,San Diego,32.7174,-117.166,1,New York Times,National,"On 1 May 2020, a 36-year-old man by the name of Nicholas Bils was killed by the San Diego rangers at a park in San Diego (California). According to reports, Bils was fetching golf balls with his dog at a park in the area when rangers approached him, telling him that the dog could not be off leash and that the park was closed amid the COVID-19 pandemic. In their testimony, rangers said that at the point, Bils swung a golf club at the rangers and fled, at which point the rangers pursued Bils and arrested him on for assault with a deadly weapon. On the way to jail, Bils allegedly opened the door of the rangers' vehicle by reaching through the window and escaped. The ranger then got off the car and fired five shots, four of which hit Bils - including one in his back, killing him at the scene. On 13 July 2020, the San Diego County District Attorney's Office charged the ranger with second-degree murder for the death of Bils.",1,1612546509,USA
313294,7695538,840,USA20847,20847,28 April 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Florida,Hillsborough,Tampa,27.9508,-82.4571,1,Tampa Bay Times; Killed by Police,Other-Subnational,"Other: On 28 April 2020, police officers fatally shot Jonas Joseph, a Black man in Tampa (Florida) after he reportedly rammed a police cruiser and fired at least three shots at officers. Five officers responded by firing at least 125 bullets. Officers suspected Joseph of committing an earlier drive-by shooting. The Black Lives Matter movement and others have questioned the events after conflicting reports of the events, including evidence that Joseph never fired his weapon.",1,1613520436,USA
315408,7751559,840,USA25893,25893,24 April 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States); Latinx Group (United States),7,17,North America,United States,Texas,Travis,Austin,30.2747,-97.7405,1,New York Times; KSAT12; CBS11 (Fort Worth-Dallas); CNN,Subnational-National,"On 24 April 2020, a police officer shot and killed an unarmed Black Latino man, Michael Ramos, in Austin (Texas) as Ramos was driving out of a parking space. The officers arrived at the parking lot in response to a 911 call about an armed man allegedly doing drugs in a car. The officers then demanded that Ramos exit his car, hold his hands up and lift his shirt. Ramos complied, and backed towards his car, asking what was happening, telling the officers that he was unarmed, and asking the officers not to shoot. The first officer fired an impact munition after Ramos, according to the police, failed to comply with orders. In response, Ramos reentered his car and started to drive off, when the second officer fired three rounds at Ramos's car, killing him. This incident caused subsequent demonstrations. On 11 March 2021, the Travis County Sherriff's Office issued an arrest warrant and charged the second officer, Christopher Taylor, with first-degree murder.",1,1615930391,USA
316225,7616033,840,USA22534,22534,22 April 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),Latinx Group (United States),7,17,North America,United States,Arizona,Pima,Tucson,32.2217,-110.9264,1,New York Magazine,National,"On 22 April 2020, a Latino, 27-year-old man by the name of Carlos Ingram Lopez was killed in Tucson (Arizona) at the hands of the Tucson police. According to reports, the victim died after being arrested and held down in a garage for twelve minutes. The victim had his head covered with plastic blankets. He died of cardiac arrest at the scene. Later reports identified cocaine intoxication as a contributing cause for his death.",1,1612546517,USA
316643,7614189,840,USA20682,20682,22 April 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),Latinx Group (United States),7,17,North America,United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,1,Fox11 (Los Angeles),Subnational,"Other: On 22 April 2020, a 38-year old man by the name of Daniel Hernandez was killed in Los Angeles (California) in an officer-involved shooting, which occurred within the context of a multiple-vehicle traffic collision. According to reports, the police arrived at the scene in response to injuries from the accident. When the man in question exited his vehicle, he walked toward the officers, allegedly with a razor box cutter, at which point he received six shots from one of the officers. Months after the incident, on 10 June, the daughter of the said man filed a wrongful death lawsuit, arguing excessive use of force. An investigation by the LA Police Commission found the first four shots justified, but the final two as excessive.",1,1612546513,USA
318420,7614083,840,USA20576,20576,18 April 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,California,Alameda,San Leandro,37.7259,-122.1542,1,ABC7 (Los Angeles),Subnational,"On 18 April 2020, an African American man by the name of Steven Taylor was killed in San Leandro (California). Police officers responded to a call about a possible robbery at a Walmart store in the area, involving a man wielding a bat. According to reports, when the police arrived at the scene, they determined that no robbery was taking place, at which point they proceeded to detain the man in question. Surveillance cameras show that, after deploying the taser, the man fell to the ground, dropping the bat. The officers then shot the man's torso, which resulted in his death.",1,1612546513,USA
